user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico
USR-05604,34,M,Ciudad de México,CDMX - Miguel Hidalgo,Preparatoria,Desempleado,18500,1074,False,False,App,460,42,app_android,6.0,False,False,es_MX,True,1,False
USR-05605,24,M,Chihuahua,Ciudad Juárez,Licenciatura,Empleado,26500,933,True,False,App,785,1,app_android,10.0,False,False,es_MX,False,2,False
USR-05606,23,M,Ciudad de México,CDMX - Tlalpan,Secundaria,Estudiante,22000,913,True,False,App,765,0,app_android,8.0,False,True,es_MX,False,1,False
USR-05607,35,H,Otros,La Paz,Posgrado,Empleado,44000,452,True,True,App,667,5,app_ios,9.0,False,False,es_MX,False,4,False
USR-05608,35,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,18500,170,False,False,App,461,5,app_android,7.0,False,False,es_MX,False,1,False
USR-05609,42,H,Guanajuato,Irapuato,Licenciatura,Empleado,36000,842,True,False,App,819,9,app_android,10.0,False,False,es_MX,False,4,False
USR-05610,31,H,Tamaulipas,Reynosa,Preparatoria,Independiente,12500,946,False,False,App,430,3,app_ios,3.0,False,False,es_MX,False,2,False
USR-05611,26,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,8000,281,False,True,App,504,19,app_ios,7.0,False,False,es_MX,False,4,False
USR-05612,23,H,Otros,Tepic,Preparatoria,Estudiante,22500,277,True,False,App,681,2,app_ios,7.0,False,False,es_MX,True,2,False
USR-05613,48,H,Puebla,San Andrés Cholula,Licenciatura,Independiente,8000,697,False,False,App,468,15,app_android,3.0,False,False,es_MX,False,2,False
USR-05614,48,H,Nuevo León,San Nicolás de los Garza,Licenciatura,Independiente,7000,429,False,False,App,298,1,app_ios,6.0,False,False,es_MX,False,1,False
USR-05615,45,H,Nuevo León,Monterrey,Preparatoria,Independiente,19000,1764,True,False,App,324,10,app_ios,4.0,False,True,es_MX,False,2,False
USR-05616,37,M,Nuevo León,García,Preparatoria,Empleado,20000,555,False,False,App,680,11,app_ios,7.0,False,False,es_MX,False,3,False
USR-05617,32,M,Guanajuato,Irapuato,Licenciatura,Independiente,8000,1511,True,False,App,370,23,app_ios,4.0,False,False,es_MX,True,1,False
USR-05618,41,H,Yucatán,Valladolid,Licenciatura,Empleado,46500,390,True,False,App,847,0,app_ios,9.0,False,False,es_MX,False,5,False
USR-05619,48,H,Veracruz,Coatzacoalcos,Licenciatura,Independiente,23500,466,False,False,Fan Shop,338,11,app_android,,True,False,es_MX,True,1,False
USR-05620,37,M,Nuevo León,Santa Catarina,Licenciatura,Independiente,25000,1028,False,False,Fan Shop,584,140,app_huawei,7.0,False,False,es_MX,False,1,False
USR-05621,40,M,Ciudad de México,CDMX - Benito Juárez,Secundaria,Independiente,16000,1331,False,False,App,571,1,app_ios,,False,False,es_MX,False,1,False
USR-05622,44,H,Coahuila,Saltillo,Posgrado,Independiente,56000,1173,True,False,App,804,3,app_ios,9.0,False,False,es_MX,False,4,False
USR-05623,40,H,Estado de México,Naucalpan,Preparatoria,Empleado,49500,147,True,False,App,726,0,app_ios,7.0,True,True,es_MX,True,2,True
USR-05624,31,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Independiente,14000,167,False,False,App,409,22,app_ios,3.0,False,False,es_MX,False,3,False
USR-05625,29,H,Tamaulipas,Ciudad Victoria,Licenciatura,Empleado,15500,1241,True,True,App,535,2,app_ios,10.0,False,True,es_MX,True,2,False
USR-05626,31,H,Sinaloa,Culiacán,Preparatoria,Empleado,14500,429,True,True,Fan Shop,303,21,app_android,7.0,False,False,es_MX,False,2,False
USR-05627,51,H,Baja California,Ensenada,Posgrado,Empleado,47000,135,True,False,App,797,6,app_ios,8.0,False,False,es_MX,True,2,False
USR-05628,49,M,Coahuila,Torreón,Posgrado,Empresario,39000,1092,True,False,App,820,17,app_ios,8.0,False,False,es_MX,True,4,False
USR-05629,35,H,Nuevo León,Monterrey,Licenciatura,Empleado,23000,594,False,True,App,572,65,app_ios,4.0,False,False,es_MX,False,0,False
USR-05630,30,H,Jalisco,Guadalajara,Licenciatura,Independiente,16500,1772,True,False,App,464,2,app_ios,9.0,False,False,es_MX,False,1,False
USR-05631,49,SE,Guanajuato,León,Posgrado,Independiente,53000,1628,True,False,App,735,10,app_ios,8.0,False,False,es_MX,False,3,False
USR-05632,35,H,Tamaulipas,Tampico,Licenciatura,Empleado,22500,554,True,True,App,562,15,app_android,8.0,False,False,es_MX,False,3,False
USR-05633,24,M,Tamaulipas,Reynosa,Preparatoria,Empleado,9500,1542,False,True,App,419,9,app_ios,4.0,False,False,es_MX,True,1,False
USR-05634,49,M,Otros,Zacatecas,Posgrado,Empleado,11000,1542,False,False,App,345,1,app_ios,5.0,False,False,es_MX,False,1,False
USR-05635,36,H,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,11500,1736,False,True,App,513,13,app_android,8.0,False,False,es_MX,False,3,False
USR-05636,32,H,Chihuahua,Cuauhtémoc,Secundaria,Independiente,23500,1635,True,False,Fan Shop,478,3,app_ios,9.0,False,True,es_MX,False,2,False
USR-05637,52,M,Puebla,San Andrés Cholula,Posgrado,Independiente,63000,423,True,False,App,799,8,app_android,8.0,False,False,es_MX,True,2,False
USR-05638,50,H,Estado de México,Nezahualcóyotl,Preparatoria,Independiente,22500,1657,False,False,App,463,31,app_android,7.0,False,False,es_MX,False,1,False
USR-05639,39,SE,Sonora,Ciudad Obregón,Preparatoria,Empleado,18500,1645,True,True,App,623,14,app_ios,8.0,False,False,es_MX,False,3,False
USR-05640,54,M,Ciudad de México,CDMX - Tlalpan,Licenciatura,Independiente,79000,960,True,False,Fan Shop,794,11,app_android,,False,False,es_MX,False,2,False
USR-05641,39,H,Nuevo León,Santa Catarina,Posgrado,Empleado,39500,877,True,True,App,695,13,app_ios,6.0,False,False,es_MX,False,3,False
USR-05642,50,H,Nuevo León,Apodaca,Licenciatura,Empleado,36500,77,False,True,App,480,3,app_android,10.0,False,False,es_MX,False,4,False
USR-05643,39,M,Sinaloa,Culiacán,Preparatoria,Independiente,54000,1200,True,False,App,771,3,app_huawei,9.0,False,False,es_MX,True,3,False
USR-05644,47,H,Nuevo León,Santa Catarina,Licenciatura,Independiente,6500,1465,False,False,App,502,23,app_android,7.0,False,True,es_MX,False,0,True
USR-05645,34,M,Baja California,Ensenada,Licenciatura,Independiente,96000,488,True,False,App,608,1,app_ios,9.0,False,False,es_MX,False,3,False
USR-05646,34,M,Jalisco,San Pedro Tlaquepaque,Licenciatura,Empleado,35000,756,True,False,Fan Shop,703,5,app_android,7.0,False,False,es_MX,False,1,False
USR-05647,53,M,Estado de México,Ecatepec,Licenciatura,Empleado,24000,280,False,True,App,435,76,app_ios,4.0,False,False,es_MX,False,0,False
USR-05648,45,H,Ciudad de México,CDMX - Cuauhtémoc,Posgrado,Independiente,29000,1730,True,False,App,746,1,app_android,7.0,False,True,es_MX,False,5,False
USR-05649,37,H,Nuevo León,Apodaca,Secundaria,Independiente,15500,1371,True,False,App,672,4,app_android,7.0,True,True,es_MX,True,3,False
USR-05650,34,H,Estado de México,Toluca,Licenciatura,Independiente,18500,819,True,False,App,783,0,app_huawei,10.0,False,True,es_MX,True,2,False
USR-05651,32,H,Jalisco,San Pedro Tlaquepaque,Secundaria,Empleado,19500,688,True,False,App,723,0,app_ios,7.0,False,False,es_MX,False,2,False
USR-05652,48,M,Guanajuato,Celaya,Preparatoria,Jubilado,25000,744,False,False,Fan Shop,448,169,app_ios,,False,False,es_MX,False,1,False
USR-05653,28,H,Nuevo León,García,Posgrado,Empleado,6500,541,False,False,App,489,2,app_android,3.0,False,False,es_MX,True,1,False
USR-05654,52,M,Guanajuato,León,Posgrado,Empleado,24000,948,False,True,Fan Shop,627,17,app_ios,8.0,True,False,es_MX,False,2,False
USR-05655,31,H,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,7500,96,True,False,App,729,0,app_android,7.0,False,True,es_MX,True,1,False
USR-05656,33,M,Ciudad de México,CDMX - Benito Juárez,Preparatoria,Empleado,23500,1011,True,True,App,473,12,app_android,3.0,False,False,es_MX,True,1,False
USR-05657,29,M,Ciudad de México,CDMX - Coyoacán,Preparatoria,Empleado,12500,23,True,False,App,530,1,app_android,5.0,True,False,es_MX,False,3,False
USR-05658,53,M,Guanajuato,San Miguel de Allende,Licenciatura,Empleado,17000,619,False,True,App,646,2,app_android,10.0,False,False,es_MX,False,4,False
USR-05659,41,H,Nuevo León,Santa Catarina,Licenciatura,Empleado,18000,670,False,True,App,636,16,app_android,9.0,True,False,es_MX,False,4,False
USR-05660,41,H,Nuevo León,Santa Catarina,Posgrado,Empleado,7500,1320,True,False,Fan Shop,395,0,app_ios,3.0,False,False,es_MX,False,2,False
USR-05661,19,H,Nuevo León,Apodaca,Secundaria,Empleado,21500,1076,True,False,Fan Shop,633,0,app_android,8.0,False,False,es_MX,True,2,False
USR-05662,37,H,Veracruz,Xalapa,Secundaria,Empleado,34500,269,False,True,App,530,7,app_ios,8.0,False,True,es_MX,True,3,False
USR-05663,32,M,Guanajuato,León,Secundaria,Empleado,35000,418,False,True,Fan Shop,486,7,app_ios,9.0,False,True,es_MX,False,4,False
USR-05664,48,H,Baja California,Ensenada,Preparatoria,Empresario,73000,878,False,False,App,751,13,app_android,6.0,False,True,es_MX,True,4,False
USR-05665,38,M,Coahuila,Piedras Negras,Secundaria,Empleado,7000,1550,False,False,Fan Shop,407,23,app_ios,4.0,False,False,es_MX,False,1,False
USR-05666,46,M,Nuevo León,San Pedro Garza García,Licenciatura,Empleado,35000,592,False,True,App,594,15,app_huawei,7.0,False,False,es_MX,False,3,False
USR-05667,32,M,Jalisco,San Pedro Tlaquepaque,Licenciatura,Empresario,73000,472,True,False,Fan Shop,613,2,app_ios,6.0,False,False,es_MX,False,3,False
USR-05668,25,H,Ciudad de México,CDMX - Tlalpan,Secundaria,Empleado,32000,401,False,False,Fan Shop,626,158,app_android,6.0,False,False,es_MX,False,1,False
USR-05669,31,M,Nuevo León,San Nicolás de los Garza,Licenciatura,Empleado,22000,1255,True,True,App,747,12,app_ios,10.0,False,False,es_MX,True,3,False
USR-05670,28,M,Nuevo León,Apodaca,Secundaria,Empleado,9500,1681,True,True,App,776,18,app_android,10.0,True,False,es_MX,True,2,False
USR-05671,47,H,Ciudad de México,CDMX - Cuauhtémoc,Posgrado,Independiente,34000,840,False,False,App,587,5,app_huawei,6.0,False,False,es_MX,True,2,False
USR-05672,54,H,Nuevo León,Guadalupe,Preparatoria,Empleado,32000,1492,True,True,App,733,19,app_android,6.0,False,True,es_MX,False,1,False
USR-05673,55,H,Nuevo León,García,Licenciatura,Independiente,50000,323,False,False,Fan Shop,594,17,app_huawei,9.0,False,False,es_MX,True,3,False
USR-05674,40,H,Guanajuato,Salamanca,Preparatoria,Empleado,16000,567,False,True,App,593,15,app_ios,8.0,False,False,es_MX,False,3,False
USR-05675,43,M,Chihuahua,Ciudad Juárez,Posgrado,Independiente,66000,1736,False,False,App,634,7,app_ios,7.0,False,False,es_MX,False,3,False
USR-05676,45,M,Ciudad de México,CDMX - Benito Juárez,Preparatoria,Desempleado,30000,379,False,False,App,535,141,app_huawei,6.0,False,False,es_MX,True,1,False
USR-05677,28,M,Estado de México,Naucalpan,Licenciatura,Empleado,39500,741,False,True,App,590,15,app_ios,8.0,False,False,es_MX,False,3,False
USR-05678,48,M,Nuevo León,Monterrey,Licenciatura,Empleado,26000,1261,True,True,App,690,18,app_ios,10.0,False,False,es_MX,False,1,False
USR-05679,31,H,,,Licenciatura,Independiente,38500,214,True,False,App,824,3,app_ios,8.0,False,False,es_MX,True,3,False
USR-05680,53,M,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Independiente,28000,685,False,False,App,587,6,app_android,8.0,False,False,es_MX,False,3,False
USR-05681,58,M,Jalisco,San Pedro Tlaquepaque,Licenciatura,Empleado,55000,1622,False,False,App,747,15,app_ios,7.0,False,False,es_MX,False,4,False
USR-05682,30,M,Ciudad de México,CDMX - Tlalpan,Preparatoria,Independiente,26000,821,True,False,Fan Shop,725,15,app_android,8.0,False,True,es_MX,False,3,False
USR-05683,33,SE,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,13500,446,False,True,App,539,10,app_ios,6.0,False,False,es_MX,True,3,False
USR-05684,43,SE,Oaxaca,Salina Cruz,Secundaria,Empleado,38500,619,True,False,App,643,0,app_ios,8.0,False,True,es_MX,False,4,False
USR-05685,20,H,Otros,Tepic,Preparatoria,Empleado,27000,461,True,True,App,693,1,app_android,8.0,False,True,es_MX,False,1,False
USR-05686,24,M,Nuevo León,Guadalupe,Preparatoria,Empleado,21000,1520,False,True,App,699,0,app_android,8.0,True,True,en_US,True,2,False
USR-05687,40,M,Nuevo León,García,Preparatoria,Empleado,25000,1190,True,True,App,610,5,app_android,8.0,False,True,es_MX,True,3,False
USR-05688,47,M,Otros,Villahermosa,Licenciatura,Independiente,12000,1251,False,False,App,313,17,app_ios,4.0,False,False,es_MX,False,3,False
USR-05689,40,H,Sinaloa,Culiacán,Licenciatura,Empresario,79000,1555,False,False,App,564,3,app_ios,8.0,False,False,es_MX,False,3,False
USR-05690,31,H,Otros,Campeche,Licenciatura,Empleado,8000,267,False,False,Fan Shop,435,9,app_ios,3.0,False,False,es_MX,True,2,False
USR-05691,41,M,Nuevo León,Monterrey,Preparatoria,Empresario,43000,1373,True,False,App,587,8,app_android,8.0,False,False,es_MX,False,2,False
USR-05692,38,M,Guanajuato,San Miguel de Allende,Licenciatura,Independiente,22000,1729,False,False,App,531,23,app_android,4.0,False,False,es_MX,False,3,False
USR-05693,49,SE,Chihuahua,Ciudad Juárez,Posgrado,Independiente,54000,799,False,False,App,798,17,app_ios,7.0,False,False,es_MX,True,4,False
USR-05694,33,H,Otros,Campeche,Preparatoria,Independiente,45500,225,True,False,App,648,1,app_huawei,10.0,False,True,es_MX,True,2,False
USR-05695,42,SE,Sonora,Hermosillo,Licenciatura,Empleado,25500,377,True,True,App,521,10,app_huawei,8.0,False,False,es_MX,False,3,False
USR-05696,30,M,Nuevo León,Guadalupe,Posgrado,Independiente,30500,1637,True,False,App,727,0,app_ios,10.0,False,False,es_MX,False,4,False
USR-05697,59,M,Jalisco,Guadalajara,Preparatoria,Desempleado,10500,309,False,False,App,394,160,app_android,7.0,False,False,es_MX,False,0,False
USR-05698,39,M,Nuevo León,García,Preparatoria,Empleado,17500,722,False,False,Fan Shop,590,19,app_android,5.0,False,True,es_MX,True,3,False
USR-05699,26,M,,,Licenciatura,Empleado,17000,406,False,True,App,669,2,app_android,10.0,False,True,es_MX,False,2,False
USR-05700,52,H,Estado de México,Nezahualcóyotl,Secundaria,Empleado,23500,1004,True,True,App,671,4,app_huawei,10.0,False,False,en_US,False,3,False
USR-05701,51,M,Jalisco,Zapopan,Licenciatura,Jubilado,5500,753,False,False,App,410,40,app_ios,7.0,False,False,en_US,False,0,False
USR-05702,18,M,Coahuila,Piedras Negras,Preparatoria,Estudiante,24500,794,True,False,App,670,2,app_android,10.0,False,False,es_MX,False,2,False
USR-05703,36,M,Estado de México,Ecatepec,Licenciatura,Empleado,40000,1314,True,False,Fan Shop,770,5,app_android,10.0,False,False,es_MX,True,3,False
USR-05704,19,H,Nuevo León,San Nicolás de los Garza,Secundaria,Estudiante,11000,38,True,False,App,579,1,app_ios,8.0,False,True,es_MX,False,2,False
USR-05705,26,H,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,28500,1701,True,False,App,764,0,app_ios,9.0,False,False,es_MX,False,2,False
USR-05706,45,M,Sonora,Nogales,Secundaria,Empresario,49000,1715,True,False,App,669,10,app_ios,9.0,False,False,es_MX,False,3,False
USR-05707,46,SE,Estado de México,Toluca,Secundaria,Independiente,68000,486,True,False,App,625,7,app_ios,8.0,False,True,es_MX,True,3,False
USR-05708,52,M,Coahuila,Piedras Negras,Posgrado,Empresario,44000,190,False,False,Fan Shop,738,3,app_huawei,8.0,False,False,es_MX,True,4,False
USR-05709,29,H,Estado de México,Naucalpan,Posgrado,Empresario,57000,1627,True,False,App,709,10,app_ios,,False,False,es_MX,False,3,False
USR-05710,37,SE,Veracruz,Poza Rica,Licenciatura,Empleado,19000,774,False,True,App,587,0,app_ios,8.0,False,False,es_MX,False,3,False
USR-05711,29,H,Yucatán,Progreso,Posgrado,Independiente,30000,1511,False,False,App,578,5,app_android,9.0,False,True,es_MX,False,3,False
USR-05712,43,SE,Nuevo León,San Pedro Garza García,Secundaria,Empleado,45000,1395,True,False,App,751,2,app_ios,7.0,False,False,es_MX,True,2,False
USR-05713,24,H,Puebla,Puebla,Posgrado,Empleado,7500,658,True,False,App,674,2,app_android,7.0,False,False,es_MX,False,2,False
USR-05714,18,H,Jalisco,Guadalajara,Preparatoria,Empleado,25500,1042,True,False,App,449,2,app_ios,10.0,False,True,es_MX,False,2,False
USR-05715,37,M,Baja California,Tijuana,Preparatoria,Independiente,35000,1530,True,False,Fan Shop,696,7,app_ios,10.0,False,False,es_MX,True,2,False
USR-05716,37,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,39000,631,True,False,App,588,17,app_ios,10.0,True,True,es_MX,False,3,False
USR-05717,30,M,Yucatán,Mérida,Preparatoria,Empleado,11500,80,False,True,App,577,2,app_android,9.0,False,False,es_MX,False,2,False
USR-05718,31,M,Baja California,Tecate,Preparatoria,Empleado,49500,783,False,False,App,756,3,app_ios,7.0,False,True,es_MX,False,4,False
USR-05719,34,M,Puebla,Tehuacán,Licenciatura,Empleado,51000,98,True,False,App,662,9,app_ios,9.0,False,False,es_MX,False,5,False
USR-05720,42,M,Nuevo León,Monterrey,Licenciatura,Estudiante,4500,1082,False,False,App,703,129,app_ios,7.0,False,True,es_MX,False,0,False
USR-05721,25,M,Puebla,San Andrés Cholula,Licenciatura,Empleado,24500,1310,True,True,App,572,1,app_android,7.0,False,False,es_MX,False,2,False
USR-05722,46,M,,,Posgrado,Empleado,20000,1264,True,True,Fan Shop,810,14,app_ios,7.0,False,True,es_MX,False,3,False
USR-05723,45,M,Tamaulipas,Nuevo Laredo,Licenciatura,Empleado,23500,588,True,True,App,319,11,app_android,4.0,False,True,es_MX,False,1,False
USR-05724,30,M,Guanajuato,León,Preparatoria,Empleado,21000,1481,False,True,Fan Shop,512,3,app_ios,,False,False,es_MX,False,3,False
USR-05725,45,H,Baja California,Mexicali,Licenciatura,Empleado,52000,813,False,False,App,644,4,app_android,8.0,False,False,es_MX,True,4,False
USR-05726,24,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Independiente,6000,1565,False,False,App,665,147,app_android,7.0,False,False,es_MX,True,1,False
USR-05727,48,M,Tamaulipas,Tampico,Licenciatura,Empleado,22500,1591,False,True,App,704,0,app_android,,False,False,es_MX,False,3,False
USR-05728,58,H,Jalisco,Zapopan,Secundaria,Independiente,23000,1445,False,False,Fan Shop,382,97,app_huawei,6.0,False,True,es_MX,False,2,False
USR-05729,24,M,Jalisco,Tonalá,Licenciatura,Empleado,23000,221,True,True,App,602,3,app_android,8.0,False,False,es_MX,True,2,False
USR-05730,25,H,Estado de México,Toluca,Licenciatura,Empleado,33500,871,False,True,App,696,17,app_android,8.0,True,True,es_MX,False,2,False
USR-05731,18,M,Sonora,San Luis Río Colorado,Preparatoria,Empleado,15500,1792,True,False,App,670,1,app_ios,9.0,False,False,es_MX,False,3,True
USR-05732,39,H,Estado de México,Toluca,Licenciatura,Empresario,13000,996,False,False,App,350,12,app_ios,6.0,False,False,es_MX,False,1,False
USR-05733,28,H,Otros,Villahermosa,Secundaria,Independiente,18500,814,False,False,Fan Shop,640,1,app_android,8.0,True,True,es_MX,True,2,False
USR-05734,20,SE,Otros,Durango,Secundaria,Empleado,22500,1307,True,False,Fan Shop,688,2,app_ios,10.0,False,True,es_MX,False,2,False
USR-05735,20,H,Coahuila,Piedras Negras,Preparatoria,Estudiante,15000,1822,True,False,App,544,0,app_ios,10.0,False,True,es_MX,True,2,False
USR-05736,36,H,Sinaloa,Mazatlán,Licenciatura,Empleado,7500,1517,True,False,App,301,10,app_android,7.0,False,False,es_MX,False,1,False
USR-05737,30,H,Nuevo León,Guadalupe,Licenciatura,Empleado,18000,683,True,False,App,635,1,app_android,9.0,False,True,es_MX,True,1,False
USR-05738,38,H,Baja California,Tijuana,Licenciatura,Empleado,12000,1605,True,True,App,624,14,app_android,8.0,False,False,es_MX,False,3,False
USR-05739,46,H,Nuevo León,García,Licenciatura,Independiente,13000,1753,False,False,Fan Shop,393,7,app_huawei,3.0,False,True,es_MX,False,3,False
USR-05740,58,H,Coahuila,Piedras Negras,Preparatoria,Independiente,71000,1154,True,False,Fan Shop,715,4,app_android,7.0,False,False,es_MX,True,4,False
USR-05741,48,H,Nuevo León,San Nicolás de los Garza,Posgrado,Jubilado,13000,875,False,False,Fan Shop,554,110,app_android,5.0,False,False,es_MX,False,0,False
USR-05742,49,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,41000,684,False,False,App,665,15,app_android,9.0,False,False,es_MX,False,2,False
USR-05743,33,H,Sonora,Hermosillo,Preparatoria,Desempleado,17000,732,False,False,Fan Shop,491,131,app_huawei,4.0,False,False,es_MX,False,1,False
USR-05744,31,M,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empresario,31000,1617,False,False,App,804,5,app_ios,9.0,False,False,es_MX,True,3,False
USR-05745,30,SE,Estado de México,Nezahualcóyotl,Licenciatura,Empleado,38000,1371,False,True,App,480,6,app_android,10.0,False,False,es_MX,False,3,False
USR-05746,25,M,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Independiente,26000,1503,True,False,App,617,1,app_ios,8.0,False,True,es_MX,False,3,False
USR-05747,29,H,Estado de México,Toluca,Licenciatura,Independiente,19000,1654,True,False,App,609,3,app_ios,7.0,False,False,es_MX,False,2,False
USR-05748,18,H,Ciudad de México,CDMX - Benito Juárez,Preparatoria,Empleado,26000,439,True,False,App,761,3,app_ios,9.0,False,True,es_MX,True,1,False
USR-05749,37,H,Guanajuato,Irapuato,Licenciatura,Empleado,53500,1198,True,False,App,743,2,app_android,8.0,False,False,en_US,True,4,True
USR-05750,37,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empresario,22000,629,False,False,App,590,0,app_ios,3.0,False,False,es_MX,False,1,False
USR-05751,47,H,Tamaulipas,Nuevo Laredo,Preparatoria,Independiente,46000,398,False,False,App,569,12,app_ios,8.0,False,False,es_MX,True,4,False
USR-05752,30,H,Ciudad de México,CDMX - Miguel Hidalgo,Preparatoria,Empleado,28500,966,True,True,Fan Shop,823,5,app_ios,8.0,False,False,es_MX,False,3,False
USR-05753,20,SE,Otros,Morelia,Preparatoria,Estudiante,17500,1340,True,False,App,667,0,app_ios,7.0,False,False,es_MX,False,2,False
USR-05754,43,M,Tamaulipas,Reynosa,Secundaria,Independiente,47000,448,True,False,App,826,3,app_android,8.0,False,True,es_MX,True,2,False
USR-05755,43,M,Guanajuato,León,Licenciatura,Empleado,78000,1224,False,False,App,684,4,app_ios,7.0,False,False,en_US,False,3,False
USR-05756,49,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empresario,23000,254,True,False,App,774,14,app_android,7.0,False,False,es_MX,False,2,False
USR-05757,29,H,Nuevo León,Monterrey,Preparatoria,Empleado,28000,1519,True,True,App,716,5,app_ios,,False,False,es_MX,True,4,False
USR-05758,26,H,Otros,Durango,Preparatoria,Independiente,11500,944,True,False,App,701,0,app_android,8.0,False,False,es_MX,False,3,False
USR-05759,34,H,Coahuila,Torreón,Preparatoria,Empleado,15500,567,False,True,App,496,72,app_ios,7.0,False,False,es_MX,False,1,False
USR-05760,41,H,Jalisco,Tonalá,Licenciatura,Empleado,23000,845,True,True,Fan Shop,513,18,app_android,8.0,False,True,es_MX,False,2,False
USR-05761,60,M,Nuevo León,San Pedro Garza García,Secundaria,Independiente,36000,317,True,False,App,733,10,app_ios,8.0,False,False,es_MX,False,3,False
USR-05762,34,M,Otros,Villahermosa,Posgrado,Empleado,16000,203,True,True,App,749,2,app_ios,7.0,False,False,es_MX,False,2,False
USR-05763,23,M,Coahuila,Monclova,Licenciatura,Empleado,28000,107,True,False,Fan Shop,774,1,app_android,7.0,False,True,es_MX,False,2,True
USR-05764,47,M,Estado de México,Naucalpan,Licenciatura,Empleado,21000,1140,False,False,App,466,117,app_android,7.0,False,False,es_MX,False,0,False
USR-05765,25,M,Baja California,Mexicali,Licenciatura,Independiente,13000,1801,True,False,App,444,2,app_android,7.0,False,True,es_MX,False,2,False
USR-05766,37,M,Otros,Tuxtla Gutiérrez,Posgrado,Desempleado,12000,1752,False,False,Fan Shop,452,169,app_ios,5.0,True,False,es_MX,True,2,False
USR-05767,28,H,Yucatán,Progreso,Posgrado,Empleado,18000,682,True,True,App,556,17,app_android,7.0,False,False,es_MX,True,1,False
USR-05768,41,H,Otros,Tuxtla Gutiérrez,Licenciatura,Independiente,25000,527,True,False,App,742,4,app_ios,8.0,False,True,es_MX,True,3,False
USR-05769,43,M,Ciudad de México,CDMX - Miguel Hidalgo,Posgrado,Independiente,77000,600,True,False,App,691,8,app_ios,8.0,False,False,es_MX,True,5,False
USR-05770,38,M,Jalisco,Zapopan,Licenciatura,Empleado,28000,1779,True,True,Fan Shop,840,3,app_android,8.0,False,True,es_MX,True,3,False
USR-05771,42,H,Querétaro,San Juan del Río,Preparatoria,Empleado,57500,551,True,False,App,677,5,app_android,10.0,False,True,es_MX,True,3,False
USR-05772,19,H,Sinaloa,Mazatlán,Preparatoria,Empleado,10500,1632,True,False,Fan Shop,612,0,app_android,10.0,False,False,es_MX,True,2,False
USR-05773,26,M,Estado de México,Tlalnepantla,Preparatoria,Empleado,17500,653,False,False,App,569,10,app_ios,6.0,False,False,es_MX,False,1,False
USR-05774,36,M,Nuevo León,Santa Catarina,Secundaria,Empresario,49000,1023,True,False,Fan Shop,715,7,app_huawei,9.0,False,True,es_MX,True,1,False
USR-05775,27,M,Nuevo León,Monterrey,Posgrado,Empleado,29000,391,False,True,App,712,15,app_android,8.0,False,False,es_MX,False,2,False
USR-05776,37,H,Otros,Cuernavaca,Licenciatura,Empleado,10000,863,False,False,App,526,3,app_ios,3.0,False,False,es_MX,True,1,False
USR-05777,32,H,Ciudad de México,CDMX - Miguel Hidalgo,Preparatoria,Empleado,39000,1549,False,True,Fan Shop,688,15,app_ios,6.0,False,True,es_MX,False,2,False
USR-05778,35,M,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Independiente,46000,1669,True,False,App,742,5,app_ios,8.0,False,True,es_MX,False,2,False
USR-05779,41,H,Querétaro,El Marqués,Posgrado,Empresario,21500,359,False,False,App,327,18,app_huawei,7.0,False,False,es_MX,True,2,False
USR-05780,60,SE,,,Posgrado,Independiente,26500,1613,False,False,App,487,107,app_ios,5.0,False,True,es_MX,False,1,False
USR-05781,40,M,Nuevo León,Guadalupe,Licenciatura,Empleado,20000,740,True,False,App,760,16,app_ios,10.0,False,False,es_MX,True,2,False
USR-05782,27,M,Sonora,Nogales,Secundaria,Empleado,15000,1369,True,False,App,784,1,app_ios,8.0,False,False,es_MX,True,1,False
USR-05783,48,M,Jalisco,Puerto Vallarta,Posgrado,Empresario,19500,694,False,False,App,384,0,app_huawei,4.0,False,False,es_MX,False,3,False
USR-05784,32,M,Sonora,San Luis Río Colorado,Preparatoria,Empleado,20000,246,False,False,App,533,2,app_android,7.0,False,True,es_MX,False,2,False
