user_id,total_interacciones,necesidad_principal,canal_preferido,ratio_ruido,clusters_frecuentes,primera_interaccion,ultima_interaccion
USR-09491,5,"Auto, Crédito, Quiero, Automotriz, Credito",2,40.00%,"{""Ruido"": 2, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""000, Enganche, Si, Mil, 100"": 1}",,
USR-09492,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",01/09/2025 00:00,01/09/2025 00:00
USR-09493,3,"Límite, Depósitos, Puedo, Cuál, Depósito",1,33.33%,"{""Ruido"": 1, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Oxxo, Depositar, Puedo, Hacer, Pueden"": 1}",27/09/2025 00:00,27/09/2025 00:00
USR-09494,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",11/09/2025 00:00,12/09/2025 00:00
USR-09495,4,"Si, Puedo, Quiero, Aparece, Cómo",1,25.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Ruido"": 1}",21/10/2025 00:00,21/10/2025 00:00
USR-09496,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 2}",04/09/2025 00:00,04/09/2025 00:00
USR-09497,2,"Seguro, Auto, Póliza, Puedo, Quiero",1,0.00%,"{""Seguro, Auto, Póliza, Puedo, Quiero"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",09/10/2025 00:00,09/10/2025 00:00
USR-09498,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",18/10/2025 00:00,08/11/2025 00:00
USR-09499,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,33.33%,"{""Ruido"": 1, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-09500,4,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",28/09/2025 00:00,02/10/2025 00:00
USR-09501,2,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Token, Correcto, Encuentro, Cómo, Dice"": 1}",22/10/2025 00:00,12/11/2025 00:00
USR-09502,3,"Norte, Pal, Puedo, Extranjero, Beneficios",1,66.67%,"{""Ruido"": 2, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1}",22/09/2025 00:00,22/09/2025 00:00
USR-09503,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",18/10/2025 00:00,18/10/2025 00:00
USR-09504,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",06/08/2025 00:00,06/08/2025 00:00
USR-09506,2,"Atención, Número, Clientes, Cliente, Centro",1,50.00%,"{""Ruido"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",13/08/2025 00:00,13/08/2025 00:00
USR-09507,7,"Aplicación, Puedo, Cómo, Actualizar, Si",1,57.14%,"{""Ruido"": 4, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",17/08/2025 00:00,17/08/2025 00:00
USR-09508,1,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1}",16/09/2025 00:00,16/09/2025 00:00
USR-09509,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 2, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-09510,3,"Dinero, Pago, Puedo, Compra, Si",1,66.67%,"{""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1}",12/09/2025 00:00,12/09/2025 00:00
USR-09511,3,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 3}",26/08/2025 00:00,26/08/2025 00:00
USR-09512,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,66.67%,"{""Ruido"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",30/07/2025 00:00,30/07/2025 00:00
USR-09513,3,"Tiempo, Cuánto, Horario, Tarda, Días",1,66.67%,"{""Ruido"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",26/10/2025 00:00,01/11/2025 00:00
USR-09514,1,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",24/10/2025 00:00,24/10/2025 00:00
USR-09515,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3}",04/11/2025 00:00,04/11/2025 00:00
USR-09516,3,"Norte, Pal, Puedo, Extranjero, Beneficios",2,33.33%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Ruido"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",,
USR-09517,6,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Ruido"": 3, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",18/08/2025 00:00,19/08/2025 00:00
USR-09518,2,"Préstamo, Personal, Quiero, Puedo, Solicitar",1,50.00%,"{""Ruido"": 1, ""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1}",05/08/2025 00:00,13/09/2025 00:00
USR-09519,6,"Crédito, Línea, Aumento, Aumentar, Linea",1,83.33%,"{""Ruido"": 5, ""Crédito, Línea, Aumento, Aumentar, Linea"": 1}",29/07/2025 00:00,01/09/2025 00:00
USR-09520,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",24/10/2025 00:00,24/10/2025 00:00
USR-09521,5,"Auto, Crédito, Quiero, Automotriz, Credito",1,60.00%,"{""Ruido"": 3, ""Auto, Crédito, Quiero, Automotriz, Credito"": 2}",06/09/2025 00:00,13/09/2025 00:00
USR-09522,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",01/10/2025 00:00,01/10/2025 00:00
USR-09523,5,"Tiempo, Cuánto, Horario, Tarda, Días",1,20.00%,"{""Tiempo, Cuánto, Horario, Tarda, Días"": 4, ""Ruido"": 1}",29/09/2025 00:00,18/10/2025 00:00
USR-09524,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",26/07/2025 00:00,26/07/2025 00:00
USR-09525,4,"Débito, Deuda, Debito, Crédito, Si",1,75.00%,"{""Ruido"": 3, ""Débito, Deuda, Debito, Crédito, Si"": 1}",23/10/2025 00:00,01/11/2025 00:00
USR-09526,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",23/08/2025 00:00,23/08/2025 00:00
USR-09527,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",01/11/2025 00:00,01/11/2025 00:00
USR-09528,1,"Crédito, Línea, Aumento, Aumentar, Linea",1,0.00%,"{""Crédito, Línea, Aumento, Aumentar, Linea"": 1}",15/08/2025 00:00,15/08/2025 00:00
USR-09529,7,"Seguro, Auto, Póliza, Puedo, Quiero",2,14.29%,"{""Seguro, Auto, Póliza, Puedo, Quiero"": 3, ""Ruido"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",20/10/2025 00:00,20/10/2025 00:00
USR-09530,2,"Virtual, Puedo, Cambiar, Cómo, Si",1,50.00%,"{""Ruido"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1}",20/08/2025 00:00,22/09/2025 00:00
USR-09531,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",18/09/2025 00:00,18/09/2025 00:00
USR-09532,3,"Préstamo, Personal, Quiero, Puedo, Solicitar",1,66.67%,"{""Ruido"": 2, ""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1}",04/09/2025 00:00,04/09/2025 00:00
USR-09533,3,"Cancelar, Quiero, Garantizada, Cómo, Garantía",1,66.67%,"{""Ruido"": 2, ""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 1}",12/08/2025 00:00,12/08/2025 00:00
USR-09534,6,"Dinero, Pago, Puedo, Compra, Si",1,16.67%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Cancelar, Crédito, Quiero, Cómo, Credito"": 1, ""Ruido"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",17/10/2025 00:00,24/10/2025 00:00
USR-09535,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",20/09/2025 00:00,20/09/2025 00:00
USR-09536,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",12/08/2025 00:00,12/08/2025 00:00
USR-09537,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,66.67%,"{""Ruido"": 2, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-09538,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",29/07/2025 00:00,29/07/2025 00:00
USR-09539,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,66.67%,"{""Ruido"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",09/10/2025 00:00,18/10/2025 00:00
USR-09540,3,"Atención, Número, Clientes, Cliente, Centro",1,66.67%,"{""Ruido"": 2, ""Atención, Número, Clientes, Cliente, Centro"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-09541,3,"Número, Teléfono, Numero, Puedo, Llamar",1,0.00%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 3}",07/11/2025 00:00,07/11/2025 00:00
USR-09542,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",14/07/2025 00:00,14/07/2025 00:00
USR-09543,1,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1}",31/08/2025 00:00,31/08/2025 00:00
USR-09544,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",26/09/2025 00:00,26/09/2025 00:00
USR-09545,2,"Cancelar, Crédito, Quiero, Cómo, Credito",1,50.00%,"{""Ruido"": 1, ""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",10/09/2025 00:00,06/10/2025 00:00
USR-09546,6,"Débito, Deuda, Debito, Crédito, Si",1,50.00%,"{""Ruido"": 3, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",20/08/2025 00:00,21/08/2025 00:00
USR-09547,2,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Ruido"": 1}",31/07/2025 00:00,20/08/2025 00:00
USR-09548,4,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",25/10/2025 00:00,25/10/2025 00:00
USR-09549,3,Desconocido/Ninguno,2,100.00%,"{""Ruido"": 3}",,
USR-09550,3,"Si, Puedo, Quiero, Aparece, Cómo",2,33.33%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",,
USR-09551,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",04/10/2025 00:00,04/10/2025 00:00
USR-09552,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",08/10/2025 00:00,08/10/2025 00:00
USR-09553,2,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2}",18/08/2025 00:00,18/08/2025 00:00
USR-09554,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",01/10/2025 00:00,01/10/2025 00:00
USR-09555,2,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Meses, 000, Enganche, 60, 36"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-09556,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",01/10/2025 00:00,01/10/2025 00:00
USR-09557,3,"Crédito, Credito, Solicitar, Quiero, Puedo",1,33.33%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Ruido"": 1}",26/10/2025 00:00,30/10/2025 00:00
USR-09558,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-09559,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2}",29/07/2025 00:00,29/07/2025 00:00
USR-09560,4,"Cargo, Reportar, Reconocido, Cómo, Reporte",1,50.00%,"{""Ruido"": 2, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",21/07/2025 00:00,02/08/2025 00:00
USR-09561,2,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",06/09/2025 00:00,10/09/2025 00:00
USR-09562,8,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",2,75.00%,"{""Ruido"": 6, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",09/09/2025 00:00,25/09/2025 00:00
USR-09563,2,"Si, Puedo, Quiero, Aparece, Cómo",2,50.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",,
USR-09564,2,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",02/09/2025 00:00,02/09/2025 00:00
USR-09565,4,"Transferencia, Transferencias, Puedo, Transferir, Hacer",2,25.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1, ""Ruido"": 1}",,
USR-09566,3,"Seguro, Auto, Póliza, Puedo, Quiero",1,66.67%,"{""Ruido"": 2, ""Seguro, Auto, Póliza, Puedo, Quiero"": 1}",30/08/2025 00:00,30/08/2025 00:00
USR-09567,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-09568,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,33.33%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",21/08/2025 00:00,21/08/2025 00:00
USR-09569,12,"Cargo, Reportar, Reconocido, Cómo, Reporte",1,66.67%,"{""Ruido"": 8, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 2, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",30/09/2025 00:00,12/10/2025 00:00
USR-09570,2,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Auto, 000, Enganche, Quiero, Meses"": 1}",18/09/2025 00:00,18/09/2025 00:00
USR-09571,1,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",23/09/2025 00:00,23/09/2025 00:00
USR-09573,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",14/08/2025 00:00,14/08/2025 00:00
USR-09574,2,"Norte, Pal, Puedo, Extranjero, Beneficios",1,50.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Ruido"": 1}",06/08/2025 00:00,06/08/2025 00:00
USR-09575,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-09576,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",21/10/2025 00:00,21/10/2025 00:00
USR-09577,1,"Aplicación, Puedo, Cómo, Actualizar, Si",1,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",28/07/2025 00:00,28/07/2025 00:00
USR-09578,2,"Aplicación, Puedo, Cómo, Actualizar, Si",1,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1}",05/09/2025 00:00,16/09/2025 00:00
USR-09579,1,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",01/10/2025 00:00,01/10/2025 00:00
USR-09580,2,"Clabe, Cambio, Cambiar, Si, Cambió",1,50.00%,"{""Ruido"": 1, ""Clabe, Cambio, Cambiar, Si, Cambió"": 1}",03/10/2025 00:00,03/10/2025 00:00
USR-09581,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",19/08/2025 00:00,19/08/2025 00:00
USR-09582,3,"Clave, Interbancaria, Puedo, Ver, Dónde",1,33.33%,"{""Clave, Interbancaria, Puedo, Ver, Dónde"": 2, ""Ruido"": 1}",01/09/2025 00:00,01/09/2025 00:00
USR-09583,3,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 2, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-09585,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",01/09/2025 00:00,01/09/2025 00:00
USR-09586,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",24/07/2025 00:00,24/07/2025 00:00
USR-09587,2,"Crédito, Línea, Aumento, Aumentar, Linea",1,0.00%,"{""Crédito, Línea, Aumento, Aumentar, Linea"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",29/09/2025 00:00,22/10/2025 00:00
USR-09588,7,"Token, Correcto, Encuentro, Cómo, Dice",1,0.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 3, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 2, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Clabe, Cambio, Cambiar, Si, Cambió"": 1}",07/10/2025 00:00,09/10/2025 00:00
USR-09589,4,"Puedo, Física, Si, Cómo, Solicitar",1,25.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",01/10/2025 00:00,01/10/2025 00:00
USR-09590,2,"Atención, Número, Clientes, Cliente, Centro",1,50.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1, ""Ruido"": 1}",20/10/2025 00:00,20/10/2025 00:00
USR-09591,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",24/09/2025 00:00,24/09/2025 00:00
USR-09592,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",25/07/2025 00:00,25/07/2025 00:00
USR-09593,1,"Token, Correcto, Encuentro, Cómo, Dice",1,0.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-09594,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",26/09/2025 00:00,26/09/2025 00:00
USR-09595,4,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",12/08/2025 00:00,19/08/2025 00:00
USR-09596,3,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,33.33%,"{""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Ruido"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",26/10/2025 00:00,26/10/2025 00:00
USR-09597,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-09598,6,"Si, Puedo, Quiero, Aparece, Cómo",1,16.67%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 4, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Ruido"": 1}",19/09/2025 00:00,19/09/2025 00:00
USR-09599,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",21/07/2025 00:00,21/07/2025 00:00
USR-09600,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",26/10/2025 00:00,26/10/2025 00:00
USR-09601,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",01/08/2025 00:00,07/08/2025 00:00
USR-09602,1,"Meses, 000, Enganche, 60, 36",1,0.00%,"{""Meses, 000, Enganche, 60, 36"": 1}",11/09/2025 00:00,11/09/2025 00:00
USR-09603,2,"Débito, Deuda, Debito, Crédito, Si",1,50.00%,"{""Ruido"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",22/10/2025 00:00,28/10/2025 00:00
USR-09604,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,66.67%,"{""Ruido"": 2, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",29/08/2025 00:00,29/08/2025 00:00
USR-09605,2,Desconocido/Ninguno,2,100.00%,"{""Ruido"": 2}",,
USR-09606,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Ruido"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",14/08/2025 00:00,27/09/2025 00:00
USR-09607,5,"Dinero, Pago, Puedo, Compra, Si",1,60.00%,"{""Ruido"": 3, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",05/09/2025 00:00,05/09/2025 00:00
USR-09608,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",10/08/2025 00:00,19/08/2025 00:00
USR-09609,9,"Meses, 000, Enganche, 60, 36",1,88.89%,"{""Ruido"": 8, ""Meses, 000, Enganche, 60, 36"": 1}",25/10/2025 00:00,07/11/2025 00:00
USR-09610,1,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar",1,0.00%,"{""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1}",31/08/2025 00:00,31/08/2025 00:00
USR-09611,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",01/08/2025 00:00,01/08/2025 00:00
USR-09612,3,"Dinero, Pago, Puedo, Compra, Si",1,33.33%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Ruido"": 1}",31/08/2025 00:00,31/08/2025 00:00
USR-09613,1,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",30/09/2025 00:00,30/09/2025 00:00
USR-09614,3,"Crédito, Credito, Solicitar, Quiero, Puedo",1,33.33%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Ruido"": 1}",19/07/2025 00:00,19/07/2025 00:00
USR-09615,3,"000, Enganche, Si, Mil, 100",1,66.67%,"{""Ruido"": 2, ""000, Enganche, Si, Mil, 100"": 1}",06/10/2025 00:00,06/10/2025 00:00
USR-09616,7,"Auto, Crédito, Quiero, Automotriz, Credito",1,42.86%,"{""Ruido"": 3, ""Auto, Crédito, Quiero, Automotriz, Credito"": 2, ""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1, ""Meses, 000, Enganche, 60, 36"": 1}",30/08/2025 00:00,30/08/2025 00:00
USR-09617,2,"Límite, Depósitos, Puedo, Cuál, Depósito",1,50.00%,"{""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Ruido"": 1}",30/09/2025 00:00,09/10/2025 00:00
USR-09618,4,"Atención, Número, Clientes, Cliente, Centro",1,50.00%,"{""Ruido"": 2, ""Atención, Número, Clientes, Cliente, Centro"": 2}",11/09/2025 00:00,18/09/2025 00:00
USR-09619,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",26/09/2025 00:00,26/09/2025 00:00
USR-09620,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,33.33%,"{""Ruido"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-09621,2,"Pesos, Mil, Meses, 000, Si",1,0.00%,"{""Pesos, Mil, Meses, 000, Si"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",02/09/2025 00:00,02/09/2025 00:00
USR-09622,5,"Auto, 000, Enganche, Quiero, Meses",1,60.00%,"{""Ruido"": 3, ""Auto, 000, Enganche, Quiero, Meses"": 1, ""Meses, 000, Enganche, 60, 36"": 1}",27/09/2025 00:00,27/09/2025 00:00
USR-09623,2,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",12/09/2025 00:00,12/09/2025 00:00
