producto_id,user_id,tipo_producto,fecha_apertura,estatus,limite_credito,saldo_actual,utilizacion_pct,tasa_interes_anual,plazo_meses,monto_mensualidad,fecha_ultimo_movimiento,es_dato_sintetico
PRD-00020129,USR-07787,seguro_vida,2025-11-10,activo,,,,,,,2025-10-06,True
PRD-00020130,USR-07788,cuenta_debito,2023-01-08,activo,,38468.44,,,,,2025-09-13,True
PRD-00020131,USR-07788,tarjeta_credito_hey,2025-01-27,activo,81000.0,34724.7,0.4287,40.45,,,2025-09-14,True
PRD-00020132,USR-07789,cuenta_debito,2025-01-13,activo,,63176.89,,,,,2025-11-09,True
PRD-00020133,USR-07789,tarjeta_credito_garantizada,2024-04-07,activo,9000.0,1512.0,0.168,43.87,,,2025-11-17,True
PRD-00020134,USR-07790,cuenta_debito,2024-03-05,activo,,75850.25,,,,,2025-11-28,True
PRD-00020135,USR-07791,cuenta_debito,2025-06-03,activo,,7522.81,,,,,2025-09-30,True
PRD-00020136,USR-07791,tarjeta_credito_hey,2025-06-17,activo,83000.0,42595.6,0.5132,32.88,,,2025-10-17,True
PRD-00020137,USR-07792,cuenta_debito,2025-06-16,activo,,49615.96,,,,,2025-11-06,True
PRD-00020138,USR-07792,tarjeta_credito_hey,2024-09-27,activo,29000.0,5858.0,0.202,39.72,,,2025-10-26,True
PRD-00020139,USR-07792,credito_nomina,2025-07-28,suspendido,29000.0,8221.5,0.2835,31.29,12.0,806.72,2025-09-14,True
PRD-00020140,USR-07792,inversion_hey,2025-01-31,activo,,22701.79,,7.47,,,2025-10-11,True
PRD-00020141,USR-07793,cuenta_debito,2024-11-06,activo,,33355.58,,,,,2025-10-25,True
PRD-00020142,USR-07794,cuenta_debito,2021-05-24,activo,,61521.35,,,,,2025-09-02,True
PRD-00020143,USR-07794,tarjeta_credito_hey,2024-11-28,cancelado,52000.0,19640.4,0.3777,44.03,,,2025-11-23,True
PRD-00020144,USR-07794,credito_nomina,2022-06-04,activo,63000.0,27921.6,0.4432,19.56,6.0,4922.66,2025-10-21,True
PRD-00020145,USR-07795,cuenta_debito,2024-10-08,activo,,30208.93,,,,,2025-10-12,True
PRD-00020146,USR-07795,tarjeta_credito_hey,2025-07-30,cancelado,89000.0,27082.7,0.3043,38.29,,,2025-10-14,True
PRD-00020147,USR-07796,cuenta_debito,2024-12-18,activo,,68647.06,,,,,2025-11-16,True
PRD-00020148,USR-07796,tarjeta_credito_hey,2025-05-14,activo,77000.0,27874.0,0.362,36.76,,,2025-09-28,True
PRD-00020149,USR-07797,cuenta_debito,2022-08-16,activo,,54488.53,,,,,2025-09-11,True
PRD-00020150,USR-07797,tarjeta_credito_hey,2024-01-01,activo,82000.0,42566.2,0.5191,29.41,,,2025-09-24,True
PRD-00020151,USR-07797,credito_nomina,2023-07-01,activo,11000.0,6300.8,0.5728,20.26,24.0,321.49,2025-09-14,True
PRD-00020152,USR-07797,seguro_vida,2024-06-21,activo,,,,,,,2025-11-17,True
PRD-00020153,USR-07798,cuenta_debito,2022-10-02,activo,,22945.48,,,,,2025-11-14,True
PRD-00020154,USR-07799,cuenta_debito,2025-05-11,activo,,79156.15,,,,,2025-09-02,True
PRD-00020155,USR-07799,tarjeta_credito_hey,2025-11-20,activo,39000.0,17986.8,0.4612,29.98,,,2025-08-30,True
PRD-00020156,USR-07799,seguro_compras,2025-07-22,activo,,,,,,,2025-10-04,True
PRD-00020157,USR-07800,cuenta_debito,2021-05-05,activo,,50471.36,,,,,2025-10-01,True
PRD-00020158,USR-07800,credito_nomina,2021-03-27,activo,8000.0,2946.4,0.3683,19.79,24.0,149.66,2025-09-28,True
PRD-00020159,USR-07801,cuenta_debito,2023-04-26,activo,,70843.26,,,,,2025-11-22,True
PRD-00020160,USR-07801,tarjeta_credito_hey,2021-09-20,activo,112000.0,40678.4,0.3632,30.66,,,2025-10-25,True
PRD-00020161,USR-07801,credito_nomina,2024-07-01,activo,34000.0,6266.2,0.1843,23.62,24.0,330.11,2025-11-04,True
PRD-00020162,USR-07802,cuenta_debito,2025-09-06,activo,,30886.57,,,,,2025-09-04,True
PRD-00020163,USR-07802,inversion_hey,2024-04-02,activo,,141228.55,,4.74,,,2025-09-17,True
PRD-00020164,USR-07802,tarjeta_credito_hey,2023-07-24,activo,118000.0,15753.0,0.1335,41.7,,,2025-09-18,True
PRD-00020165,USR-07803,cuenta_debito,2024-05-23,activo,,33407.17,,,,,2025-11-27,True
PRD-00020166,USR-07803,credito_personal,2025-10-18,activo,53000.0,41695.1,0.7867,38.01,36.0,1957.82,2025-10-18,True
PRD-00020167,USR-07804,cuenta_debito,2022-06-26,activo,,44255.12,,,,,2025-09-17,True
PRD-00020168,USR-07804,tarjeta_credito_hey,2023-05-31,activo,8000.0,2248.0,0.281,42.64,,,2025-11-19,True
PRD-00020169,USR-07804,seguro_compras,2024-03-27,activo,,,,,,,2025-10-04,True
PRD-00020170,USR-07805,cuenta_debito,2025-01-09,activo,,46719.23,,,,,2025-10-05,True
PRD-00020171,USR-07805,tarjeta_credito_hey,2025-09-24,revision_de_pagos,84000.0,72508.8,0.8632,42.46,,,2025-11-24,True
PRD-00020172,USR-07805,tarjeta_credito_garantizada,2025-10-01,suspendido,21000.0,17079.3,0.8133,53.49,,,2025-10-04,True
PRD-00020173,USR-07805,credito_personal,2025-02-14,activo,40000.0,29252.0,0.7313,24.63,24.0,1555.8,2025-11-28,True
PRD-00020174,USR-07806,cuenta_debito,2023-01-11,cancelado,,40720.29,,,,,2025-10-23,True
PRD-00020175,USR-07806,inversion_hey,2025-07-08,activo,,154766.1,,3.5,,,2025-10-22,True
PRD-00020176,USR-07806,tarjeta_credito_hey,2023-08-01,activo,72000.0,4096.8,0.0569,27.99,,,2025-09-01,True
PRD-00020177,USR-07807,cuenta_debito,2025-10-13,activo,,43022.54,,,,,2025-11-27,True
PRD-00020178,USR-07807,inversion_hey,2025-07-25,activo,,123178.61,,4.34,,,2025-09-27,True
PRD-00020179,USR-07807,tarjeta_credito_hey,2024-09-06,activo,37000.0,13083.2,0.3536,28.0,,,2025-10-28,True
PRD-00020180,USR-07808,cuenta_debito,2022-07-30,activo,,73811.55,,,,,2025-10-21,True
PRD-00020181,USR-07809,cuenta_debito,2023-11-19,suspendido,,60228.29,,,,,2025-10-19,True
PRD-00020182,USR-07809,seguro_vida,2023-03-25,activo,,,,,,,2025-09-30,True
PRD-00020183,USR-07810,cuenta_debito,2025-11-05,cancelado,,22659.45,,,,,2025-10-30,True
PRD-00020184,USR-07810,seguro_vida,2025-11-05,activo,,,,,,,2025-10-18,True
PRD-00020185,USR-07811,cuenta_debito,2024-12-27,activo,,38720.36,,,,,2025-09-01,True
PRD-00020186,USR-07811,tarjeta_credito_hey,2024-06-16,activo,92000.0,35935.2,0.3906,36.05,,,2025-09-18,True
PRD-00020187,USR-07811,seguro_vida,2025-02-14,activo,,,,,,,2025-11-24,True
PRD-00020188,USR-07812,cuenta_debito,2025-05-02,activo,,80016.85,,,,,2025-10-16,True
PRD-00020189,USR-07813,cuenta_debito,2024-09-12,activo,,74060.38,,,,,2025-09-19,True
PRD-00020190,USR-07813,cuenta_negocios,2021-07-29,activo,,51220.88,,,,,2025-09-07,True
PRD-00020191,USR-07813,tarjeta_credito_negocios,2023-11-20,activo,297000.0,33353.1,0.1123,53.57,,,2025-11-23,True
PRD-00020192,USR-07813,credito_personal,2025-09-10,activo,46000.0,7028.8,0.1528,48.08,12.0,749.22,2025-10-12,True
PRD-00020193,USR-07814,cuenta_debito,2023-03-27,activo,,27279.0,,,,,2025-10-08,True
PRD-00020194,USR-07814,tarjeta_credito_hey,2021-11-13,activo,67000.0,36434.6,0.5438,44.18,,,2025-10-19,True
PRD-00020195,USR-07815,cuenta_debito,2025-11-19,activo,,46853.05,,,,,2025-09-03,True
PRD-00020196,USR-07816,cuenta_debito,2025-11-26,activo,,51402.5,,,,,2025-11-06,True
PRD-00020197,USR-07816,inversion_hey,2025-05-24,activo,,40283.33,,5.2,,,2025-09-15,True
PRD-00020198,USR-07816,seguro_vida,2024-03-07,activo,,,,,,,2025-11-02,True
PRD-00020199,USR-07817,cuenta_debito,2024-01-31,activo,,8123.89,,,,,2025-10-02,True
PRD-00020200,USR-07817,tarjeta_credito_hey,2022-02-12,activo,103000.0,87735.4,0.8518,36.62,,,2025-09-12,True
PRD-00020201,USR-07817,tarjeta_credito_garantizada,2022-09-30,revision_de_pagos,24000.0,23244.0,0.9685,46.61,,,2025-10-07,True
PRD-00020202,USR-07818,cuenta_debito,2025-07-14,activo,,39064.22,,,,,2025-10-12,True
PRD-00020203,USR-07818,tarjeta_credito_garantizada,2025-03-17,activo,2000.0,1505.0,0.7525,47.26,,,2025-11-18,True
PRD-00020204,USR-07819,cuenta_debito,2025-09-15,activo,,18310.57,,,,,2025-11-16,True
PRD-00020205,USR-07819,inversion_hey,2025-07-06,activo,,78170.49,,4.76,,,2025-09-14,True
PRD-00020206,USR-07819,tarjeta_credito_hey,2025-10-30,activo,17000.0,2386.8,0.1404,39.25,,,2025-09-02,True
PRD-00020207,USR-07819,seguro_vida,2025-11-03,activo,,,,,,,2025-10-29,True
PRD-00020208,USR-07820,cuenta_debito,2024-05-16,activo,,36467.47,,,,,2025-11-08,True
PRD-00020209,USR-07820,tarjeta_credito_hey,2022-04-16,activo,19000.0,5133.8,0.2702,34.33,,,2025-10-13,True
PRD-00020210,USR-07821,cuenta_debito,2023-06-08,activo,,27421.22,,,,,2025-08-30,True
PRD-00020211,USR-07822,cuenta_debito,2023-08-11,cancelado,,77786.8,,,,,2025-09-03,True
PRD-00020212,USR-07822,inversion_hey,2025-01-25,cancelado,,197260.23,,5.33,,,2025-10-07,True
PRD-00020213,USR-07822,seguro_vida,2023-12-02,activo,,,,,,,2025-08-31,True
PRD-00020214,USR-07823,cuenta_debito,2024-07-11,activo,,22917.37,,,,,2025-10-04,True
PRD-00020215,USR-07823,tarjeta_credito_hey,2024-07-05,activo,28000.0,18636.8,0.6656,28.22,,,2025-09-13,True
PRD-00020216,USR-07824,cuenta_debito,2022-12-04,cancelado,,77228.19,,,,,2025-09-03,True
PRD-00020217,USR-07824,tarjeta_credito_hey,2021-08-03,activo,38000.0,6239.6,0.1642,42.62,,,2025-11-27,True
PRD-00020218,USR-07824,credito_nomina,2022-03-27,activo,15000.0,8119.5,0.5413,30.49,24.0,456.03,2025-09-23,True
PRD-00020219,USR-07825,cuenta_debito,2024-01-17,activo,,16522.17,,,,,2025-10-16,True
PRD-00020220,USR-07825,tarjeta_credito_hey,2023-11-06,activo,17000.0,12370.9,0.7277,32.55,,,2025-09-24,True
PRD-00020221,USR-07825,credito_personal,2024-12-31,suspendido,86000.0,76686.2,0.8917,51.82,36.0,4236.26,2025-10-07,True
PRD-00020222,USR-07826,cuenta_debito,2024-04-21,activo,,61465.36,,,,,2025-11-12,True
PRD-00020223,USR-07826,cuenta_negocios,2025-10-07,activo,,41163.18,,,,,2025-11-04,True
PRD-00020224,USR-07827,cuenta_debito,2025-08-10,activo,,40079.3,,,,,2025-11-26,True
PRD-00020225,USR-07827,inversion_hey,2023-03-06,activo,,157092.69,,7.18,,,2025-10-04,True
PRD-00020226,USR-07828,cuenta_debito,2022-06-21,activo,,39617.63,,,,,2025-11-06,True
PRD-00020227,USR-07828,seguro_compras,2022-07-13,activo,,,,,,,2025-11-22,True
PRD-00020228,USR-07829,cuenta_debito,2024-06-21,suspendido,,83322.11,,,,,2025-09-23,True
PRD-00020229,USR-07829,inversion_hey,2024-10-03,activo,,466328.61,,7.9,,,2025-10-21,True
PRD-00020230,USR-07830,cuenta_debito,2025-07-21,activo,,76499.23,,,,,2025-11-22,True
PRD-00020231,USR-07830,credito_nomina,2025-09-05,activo,42000.0,11151.0,0.2655,24.55,6.0,1993.82,2025-10-30,True
PRD-00020232,USR-07831,cuenta_debito,2024-12-31,activo,,51548.88,,,,,2025-10-17,True
PRD-00020233,USR-07832,cuenta_debito,2025-07-03,activo,,1610.42,,,,,2025-11-18,True
PRD-00020234,USR-07832,credito_nomina,2025-03-20,activo,21000.0,11373.6,0.5416,17.32,6.0,1992.5,2025-09-04,True
PRD-00020235,USR-07832,seguro_vida,2025-01-27,activo,,,,,,,2025-09-23,True
PRD-00020236,USR-07833,cuenta_debito,2024-11-09,activo,,52760.79,,,,,2025-10-28,True
PRD-00020237,USR-07833,tarjeta_credito_hey,2024-12-05,activo,111000.0,33022.5,0.2975,34.0,,,2025-09-10,True
PRD-00020238,USR-07833,seguro_compras,2025-02-07,activo,,,,,,,2025-11-15,True
PRD-00020239,USR-07834,cuenta_debito,2025-11-13,activo,,79970.9,,,,,2025-11-02,True
PRD-00020240,USR-07834,cuenta_negocios,2025-08-26,activo,,58164.42,,,,,2025-09-26,True
PRD-00020241,USR-07834,tarjeta_credito_negocios,2025-08-03,activo,46000.0,12185.4,0.2649,41.46,,,2025-09-11,True
PRD-00020242,USR-07834,credito_personal,2025-11-13,activo,69000.0,20127.3,0.2917,33.23,24.0,1159.11,2025-10-11,True
PRD-00020243,USR-07835,cuenta_debito,2024-02-16,activo,,19182.63,,,,,2025-11-05,True
PRD-00020244,USR-07835,credito_nomina,2023-11-04,activo,44000.0,15950.0,0.3625,29.54,12.0,1551.31,2025-09-27,True
PRD-00020245,USR-07836,cuenta_debito,2025-09-02,activo,,79688.19,,,,,2025-09-28,True
PRD-00020246,USR-07836,tarjeta_credito_hey,2025-09-15,activo,93000.0,31294.5,0.3365,30.01,,,2025-10-18,True
PRD-00020247,USR-07836,seguro_compras,2022-10-19,cancelado,,,,,,,2025-10-06,True
PRD-00020248,USR-07837,cuenta_debito,2025-10-21,activo,,8348.87,,,,,2025-08-31,True
PRD-00020249,USR-07837,tarjeta_credito_hey,2025-04-19,activo,123000.0,20614.8,0.1676,29.65,,,2025-10-21,True
PRD-00020250,USR-07837,credito_nomina,2025-06-01,activo,63000.0,15680.7,0.2489,18.37,18.0,1003.29,2025-10-18,True
PRD-00020251,USR-07838,cuenta_debito,2022-07-02,activo,,55140.24,,,,,2025-11-18,True
PRD-00020252,USR-07838,inversion_hey,2022-03-06,activo,,298178.54,,4.06,,,2025-11-19,True
PRD-00020253,USR-07838,seguro_vida,2022-04-15,activo,,,,,,,2025-10-03,True
PRD-00020254,USR-07839,cuenta_debito,2025-04-23,activo,,73414.84,,,,,2025-11-14,True
PRD-00020255,USR-07839,tarjeta_credito_hey,2024-07-09,activo,63000.0,16858.8,0.2676,34.11,,,2025-10-08,True
PRD-00020256,USR-07839,credito_nomina,2025-06-01,activo,57000.0,10111.8,0.1774,22.73,24.0,528.23,2025-11-17,True
PRD-00020257,USR-07840,cuenta_debito,2023-02-09,cancelado,,70662.8,,,,,2025-09-01,True
PRD-00020258,USR-07840,inversion_hey,2025-02-16,activo,,54881.61,,4.28,,,2025-10-24,True
PRD-00020259,USR-07841,cuenta_debito,2022-01-27,cancelado,,3949.15,,,,,2025-10-08,True
PRD-00020260,USR-07842,cuenta_debito,2024-03-28,cancelado,,52139.26,,,,,2025-10-01,True
PRD-00020261,USR-07842,cuenta_negocios,2024-04-06,activo,,11631.17,,,,,2025-11-10,True
PRD-00020262,USR-07843,cuenta_debito,2025-03-14,activo,,65988.7,,,,,2025-09-21,True
PRD-00020263,USR-07843,inversion_hey,2023-03-21,cancelado,,144242.9,,9.09,,,2025-10-09,True
PRD-00020264,USR-07843,tarjeta_credito_hey,2023-04-28,activo,47000.0,9508.1,0.2023,41.67,,,2025-10-05,True
PRD-00020265,USR-07843,seguro_compras,2025-09-15,activo,,,,,,,2025-11-26,True
PRD-00020266,USR-07844,cuenta_debito,2022-03-22,activo,,10676.33,,,,,2025-09-25,True
PRD-00020267,USR-07845,cuenta_debito,2022-01-15,activo,,32768.53,,,,,2025-11-07,True
PRD-00020268,USR-07845,tarjeta_credito_hey,2025-08-21,activo,12000.0,9552.0,0.796,27.89,,,2025-11-09,True
PRD-00020269,USR-07846,cuenta_debito,2023-01-09,activo,,52161.64,,,,,2025-08-31,True
PRD-00020270,USR-07846,tarjeta_credito_garantizada,2024-08-22,suspendido,20000.0,14180.0,0.709,55.07,,,2025-10-06,True
PRD-00020271,USR-07846,credito_personal,2022-12-22,suspendido,64000.0,47744.0,0.746,25.03,24.0,2548.89,2025-10-24,True
PRD-00020272,USR-07847,cuenta_debito,2023-10-07,activo,,16590.15,,,,,2025-10-08,True
PRD-00020273,USR-07848,cuenta_debito,2024-08-31,activo,,16217.0,,,,,2025-10-28,True
PRD-00020274,USR-07848,tarjeta_credito_hey,2023-07-29,activo,40000.0,8088.0,0.2022,45.67,,,2025-09-03,True
PRD-00020275,USR-07849,cuenta_debito,2023-12-25,activo,,11159.2,,,,,2025-10-21,True
PRD-00020276,USR-07849,seguro_compras,2024-07-02,activo,,,,,,,2025-09-05,True
PRD-00020277,USR-07850,cuenta_debito,2025-05-30,activo,,70059.67,,,,,2025-09-21,True
PRD-00020278,USR-07850,tarjeta_credito_garantizada,2025-02-09,activo,19000.0,15027.1,0.7909,60.37,,,2025-11-04,True
PRD-00020279,USR-07850,credito_personal,2025-05-07,suspendido,19000.0,18411.0,0.969,27.83,18.0,1262.78,2025-10-09,True
PRD-00020280,USR-07851,cuenta_debito,2025-09-06,activo,,67664.47,,,,,2025-10-15,True
PRD-00020281,USR-07851,inversion_hey,2025-06-13,activo,,321917.57,,5.54,,,2025-09-13,True
PRD-00020282,USR-07851,tarjeta_credito_hey,2025-06-27,activo,50000.0,13820.0,0.2764,45.46,,,2025-10-21,True
PRD-00020283,USR-07852,cuenta_debito,2024-04-12,activo,,64152.21,,,,,2025-10-21,True
PRD-00020284,USR-07853,cuenta_debito,2025-11-03,suspendido,,47414.35,,,,,2025-11-28,True
PRD-00020285,USR-07853,inversion_hey,2025-04-06,activo,,61303.21,,9.54,,,2025-11-20,True
PRD-00020286,USR-07853,tarjeta_credito_hey,2025-05-07,activo,144000.0,16329.6,0.1134,28.31,,,2025-09-13,True
PRD-00020287,USR-07853,seguro_vida,2025-08-22,activo,,,,,,,2025-10-20,True
PRD-00020288,USR-07853,seguro_compras,2025-06-04,activo,,,,,,,2025-10-26,True
PRD-00020289,USR-07854,cuenta_debito,2024-12-04,activo,,40425.46,,,,,2025-10-06,True
PRD-00020290,USR-07854,credito_personal,2024-02-29,revision_de_pagos,34000.0,27676.0,0.814,45.78,24.0,1780.96,2025-10-19,True
PRD-00020291,USR-07855,cuenta_debito,2025-10-23,activo,,1356.78,,,,,2025-09-28,True
PRD-00020292,USR-07856,cuenta_debito,2025-09-22,activo,,24604.17,,,,,2025-09-08,True
PRD-00020293,USR-07856,inversion_hey,2025-11-16,activo,,329620.66,,9.64,,,2025-11-12,True
PRD-00020294,USR-07856,seguro_vida,2025-11-06,cancelado,,,,,,,2025-09-23,True
PRD-00020295,USR-07857,cuenta_debito,2024-05-20,activo,,13382.44,,,,,2025-10-29,True
PRD-00020296,USR-07857,tarjeta_credito_negocios,2025-03-11,activo,158000.0,73959.8,0.4681,40.45,,,2025-09-01,True
PRD-00020297,USR-07858,cuenta_debito,2025-09-26,activo,,65609.73,,,,,2025-10-11,True
PRD-00020298,USR-07858,inversion_hey,2025-05-13,activo,,77391.2,,6.17,,,2025-10-05,True
PRD-00020299,USR-07859,cuenta_debito,2022-06-29,suspendido,,77102.86,,,,,2025-11-02,True
PRD-00020300,USR-07859,seguro_compras,2022-10-22,activo,,,,,,,2025-11-25,True
PRD-00020301,USR-07860,cuenta_debito,2024-12-24,activo,,9436.1,,,,,2025-10-13,True
PRD-00020302,USR-07860,tarjeta_credito_hey,2024-06-15,activo,94000.0,37430.8,0.3982,42.19,,,2025-10-23,True
PRD-00020303,USR-07860,seguro_compras,2024-09-26,activo,,,,,,,2025-11-15,True
PRD-00020304,USR-07861,cuenta_debito,2024-11-06,activo,,79132.19,,,,,2025-09-26,True
PRD-00020305,USR-07861,tarjeta_credito_hey,2024-10-11,activo,58000.0,52762.6,0.9097,31.09,,,2025-09-12,True
PRD-00020306,USR-07861,tarjeta_credito_garantizada,2022-08-21,revision_de_pagos,13000.0,12229.1,0.9407,61.15,,,2025-09-08,True
PRD-00020307,USR-07862,cuenta_debito,2025-03-03,activo,,42376.67,,,,,2025-09-17,True
PRD-00020308,USR-07862,inversion_hey,2025-02-28,activo,,446854.03,,6.78,,,2025-09-25,True
PRD-00020309,USR-07862,tarjeta_credito_hey,2025-11-24,activo,51000.0,4391.1,0.0861,31.43,,,2025-09-28,True
PRD-00020310,USR-07863,cuenta_debito,2025-08-15,activo,,73815.67,,,,,2025-11-10,True
PRD-00020311,USR-07863,inversion_hey,2023-07-20,cancelado,,316511.78,,8.72,,,2025-11-26,True
PRD-00020312,USR-07863,credito_auto,2023-04-25,activo,95000.0,32594.5,0.3431,23.64,36.0,1272.62,2025-10-08,True
PRD-00020313,USR-07864,cuenta_debito,2022-07-28,activo,,84002.88,,,,,2025-11-14,True
PRD-00020314,USR-07865,cuenta_debito,2024-03-05,cancelado,,1888.23,,,,,2025-09-27,True
PRD-00020315,USR-07865,tarjeta_credito_hey,2024-03-21,activo,100000.0,26480.0,0.2648,34.83,,,2025-10-16,True
PRD-00020316,USR-07866,cuenta_debito,2025-06-18,activo,,63984.34,,,,,2025-11-09,True
PRD-00020317,USR-07866,tarjeta_credito_hey,2025-07-09,activo,43000.0,22162.2,0.5154,44.36,,,2025-11-10,True
PRD-00020318,USR-07867,cuenta_debito,2025-10-31,activo,,81445.96,,,,,2025-09-23,True
PRD-00020319,USR-07867,credito_nomina,2024-12-06,cancelado,39000.0,22569.3,0.5787,21.41,6.0,3999.9,2025-11-09,True
PRD-00020320,USR-07867,seguro_vida,2023-12-03,activo,,,,,,,2025-09-05,True
PRD-00020321,USR-07868,cuenta_debito,2025-01-14,activo,,52767.04,,,,,2025-09-14,True
PRD-00020322,USR-07868,inversion_hey,2024-09-28,activo,,186516.58,,4.39,,,2025-11-02,True
PRD-00020323,USR-07868,tarjeta_credito_hey,2023-11-10,activo,135000.0,43537.5,0.3225,38.56,,,2025-09-24,True
PRD-00020324,USR-07869,cuenta_debito,2025-04-11,activo,,56401.22,,,,,2025-11-21,True
PRD-00020325,USR-07869,tarjeta_credito_hey,2025-06-22,activo,147000.0,32163.6,0.2188,31.95,,,2025-11-04,True
PRD-00020326,USR-07869,inversion_hey,2025-06-07,cancelado,,59592.47,,6.82,,,2025-09-29,True
PRD-00020327,USR-07869,seguro_vida,2024-09-01,activo,,,,,,,2025-10-19,True
PRD-00020328,USR-07870,cuenta_debito,2024-08-30,activo,,44018.85,,,,,2025-09-08,True
PRD-00020329,USR-07870,seguro_compras,2024-08-10,cancelado,,,,,,,2025-08-31,True
PRD-00020330,USR-07871,cuenta_debito,2024-12-18,activo,,40722.9,,,,,2025-10-20,True
PRD-00020331,USR-07872,cuenta_debito,2023-04-16,activo,,68177.9,,,,,2025-11-26,True
PRD-00020332,USR-07872,tarjeta_credito_hey,2025-11-12,activo,136000.0,78961.6,0.5806,37.77,,,2025-09-23,True
PRD-00020333,USR-07872,seguro_compras,2023-12-14,activo,,,,,,,2025-11-16,True
PRD-00020334,USR-07873,cuenta_debito,2021-09-24,activo,,1473.4,,,,,2025-10-14,True
PRD-00020335,USR-07873,cuenta_negocios,2021-03-03,activo,,19117.05,,,,,2025-10-28,True
PRD-00020336,USR-07873,tarjeta_credito_negocios,2021-11-19,activo,343000.0,94016.3,0.2741,52.74,,,2025-10-04,True
PRD-00020337,USR-07873,credito_auto,2024-04-24,activo,67000.0,6867.5,0.1025,12.09,48.0,181.15,2025-10-13,True
PRD-00020338,USR-07874,cuenta_debito,2022-10-19,activo,,19533.39,,,,,2025-09-22,True
PRD-00020339,USR-07874,inversion_hey,2023-07-16,activo,,146768.64,,8.24,,,2025-10-17,True
PRD-00020340,USR-07875,cuenta_debito,2024-08-18,activo,,42102.68,,,,,2025-09-22,True
PRD-00020341,USR-07876,cuenta_debito,2025-08-11,activo,,81101.55,,,,,2025-09-05,True
PRD-00020342,USR-07876,tarjeta_credito_hey,2025-10-17,activo,28000.0,13414.8,0.4791,43.01,,,2025-10-15,True
PRD-00020343,USR-07876,credito_nomina,2025-10-15,activo,9000.0,2588.4,0.2876,32.95,12.0,256.11,2025-09-23,True
PRD-00020344,USR-07876,seguro_vida,2025-07-04,activo,,,,,,,2025-09-06,True
PRD-00020345,USR-07877,cuenta_debito,2025-09-06,activo,,24884.83,,,,,2025-09-01,True
PRD-00020346,USR-07877,credito_personal,2025-09-04,activo,96000.0,70521.6,0.7346,43.01,24.0,4430.49,2025-10-19,True
PRD-00020347,USR-07878,cuenta_debito,2024-11-15,activo,,49854.71,,,,,2025-10-19,True
PRD-00020348,USR-07878,credito_auto,2025-04-19,activo,151000.0,52215.8,0.3458,23.33,24.0,2743.28,2025-09-28,True
PRD-00020349,USR-07879,cuenta_debito,2025-08-24,activo,,14114.03,,,,,2025-09-23,True
PRD-00020350,USR-07879,cuenta_negocios,2023-02-25,activo,,49112.55,,,,,2025-09-23,True
PRD-00020351,USR-07880,cuenta_debito,2025-03-09,activo,,31467.74,,,,,2025-11-12,True
PRD-00020352,USR-07880,tarjeta_credito_hey,2025-07-28,activo,144000.0,34747.2,0.2413,34.44,,,2025-10-31,True
PRD-00020353,USR-07881,cuenta_debito,2025-04-29,activo,,24133.32,,,,,2025-10-30,True
PRD-00020354,USR-07881,cuenta_negocios,2025-10-02,activo,,77430.51,,,,,2025-11-03,True
PRD-00020355,USR-07881,tarjeta_credito_negocios,2025-05-19,activo,329000.0,118834.8,0.3612,39.78,,,2025-09-04,True
PRD-00020356,USR-07882,cuenta_debito,2024-01-08,suspendido,,4031.74,,,,,2025-10-01,True
PRD-00020357,USR-07883,cuenta_debito,2023-08-03,activo,,2373.02,,,,,2025-09-16,True
PRD-00020358,USR-07883,tarjeta_credito_hey,2024-04-28,activo,68000.0,31735.6,0.4667,28.56,,,2025-11-22,True
PRD-00020359,USR-07883,credito_nomina,2022-09-15,activo,22000.0,12458.6,0.5663,25.97,6.0,2236.52,2025-11-25,True
PRD-00020360,USR-07884,cuenta_debito,2022-09-07,activo,,432.44,,,,,2025-09-28,True
PRD-00020361,USR-07884,tarjeta_credito_hey,2024-12-27,revision_de_pagos,126000.0,112190.4,0.8904,39.58,,,2025-10-06,True
PRD-00020362,USR-07884,tarjeta_credito_garantizada,2023-03-19,revision_de_pagos,14000.0,11797.8,0.8427,54.36,,,2025-10-01,True
PRD-00020363,USR-07884,credito_personal,2023-12-23,activo,81000.0,69805.8,0.8618,28.7,12.0,6760.61,2025-11-05,True
PRD-00020364,USR-07885,cuenta_debito,2024-05-11,activo,,55119.23,,,,,2025-10-23,True
PRD-00020365,USR-07885,tarjeta_credito_hey,2023-12-07,suspendido,130000.0,22243.0,0.1711,32.3,,,2025-10-18,True
PRD-00020366,USR-07885,credito_nomina,2024-12-05,suspendido,43000.0,24617.5,0.5725,24.63,12.0,2335.33,2025-09-20,True
PRD-00020367,USR-07885,seguro_vida,2023-10-07,activo,,,,,,,2025-09-01,True
PRD-00020368,USR-07886,cuenta_debito,2023-08-05,activo,,44438.85,,,,,2025-09-09,True
PRD-00020369,USR-07886,seguro_compras,2024-04-29,activo,,,,,,,2025-09-11,True
PRD-00020370,USR-07887,cuenta_debito,2025-05-14,cancelado,,59819.86,,,,,2025-10-25,True
PRD-00020371,USR-07887,tarjeta_credito_garantizada,2025-04-26,activo,7000.0,1012.9,0.1447,56.96,,,2025-09-05,True
PRD-00020372,USR-07888,cuenta_debito,2025-10-01,activo,,82683.54,,,,,2025-11-12,True
PRD-00020373,USR-07888,tarjeta_credito_hey,2022-10-02,activo,35000.0,10202.5,0.2915,33.59,,,2025-10-19,True
