user_id,nodos_financieros,nodos_conversacionales,tags_personalidad,perfil_final_tda,necesidad_principal
USR-07538,"['cube228_cluster1', 'cube243_cluster0']",['cube23_cluster12'],"['Estudiante o Profesional en Formación', 'Usuario de Movilidad Urbana (Apps/Transporte)']",Especialista: Estudiante o Profesional en Formación + Inversor en Educación,"Seguro, Auto, Póliza, Puedo, Quiero"
USR-07539,"['cube11_cluster0', 'cube12_cluster0']","['cube31_cluster1', 'cube32_cluster14']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-07540,"['cube88_cluster0', 'cube107_cluster2']","['cube26_cluster103', 'cube27_cluster66', 'cube34_cluster72', 'cube35_cluster7']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Puedo, Física, Si, Cómo, Solicitar"
USR-07541,"['cube112_cluster2', 'cube113_cluster2', 'cube128_cluster2', 'cube129_cluster2']","['cube34_cluster68', 'cube35_cluster9']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-07542,"['cube45_cluster1', 'cube60_cluster1']",['cube7_cluster0'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-07543,"['cube77_cluster2', 'cube78_cluster2']","['cube17_cluster8', 'cube26_cluster16']","['Cliente de Nómina (Alta Fidelidad)', 'Inversor en Educación']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Débito, Deuda, Debito, Crédito, Si"
USR-07544,"['cube128_cluster1', 'cube129_cluster0']","['cube35_cluster19', 'cube36_cluster8']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07545,"['cube121_cluster1', 'cube122_cluster1', 'cube139_cluster2', 'cube140_cluster0']",['cube33_cluster53'],"['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: promedio_salud + Inversor en Educación,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07546,"['cube156_cluster2', 'cube157_cluster2', 'cube175_cluster0', 'cube176_cluster1']","['cube25_cluster137', 'cube33_cluster52']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Número, Teléfono, Numero, Puedo, Llamar"
USR-07547,"['cube141_cluster1', 'cube142_cluster1', 'cube160_cluster1', 'cube161_cluster0']",['cube28_cluster2'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-07548,['cube169_cluster0'],"['cube33_cluster77', 'cube40_cluster6']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07549,['cube82_cluster0'],"['cube22_cluster3', 'cube23_cluster28', 'cube30_cluster1', 'cube31_cluster7']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Crédito, Línea, Aumento, Aumentar, Linea"
USR-07550,"['cube249_cluster2', 'cube250_cluster0']",['cube3_cluster1'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + patron_uso_atipico,"Gracias, Muchas, Bien, Momento, Ok"
USR-07551,['cube15_cluster2'],['cube33_cluster60'],['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07552,['cube84_cluster1'],"['cube14_cluster22', 'cube15_cluster34', 'cube23_cluster10', 'cube24_cluster8']",['Usuario Estándar'],Especialista: promedio_ropa_accesorios + promedio_entretenimiento,"Puedo, Física, Si, Cómo, Solicitar"
USR-07553,"['cube199_cluster0', 'cube200_cluster0']",['cube29_cluster0'],['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07554,"['cube218_cluster0', 'cube219_cluster0', 'cube235_cluster0', 'cube236_cluster2']","['cube22_cluster10', 'cube23_cluster59', 'cube30_cluster6', 'cube31_cluster14']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario en Riesgo de Abandono (Inactivo),"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-07555,"['cube272_cluster1', 'cube273_cluster1']",['cube17_cluster0'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Token, Correcto, Encuentro, Cómo, Dice"
USR-07556,"['cube77_cluster2', 'cube78_cluster2']","['cube28_cluster45', 'cube29_cluster19']","['Cliente de Nómina (Alta Fidelidad)', 'Inversor en Educación']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-07557,"['cube112_cluster2', 'cube113_cluster2', 'cube128_cluster2', 'cube129_cluster2']","['cube25_cluster24', 'cube26_cluster56']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"000, Enganche, Si, Mil, 100"
USR-07558,"['cube246_cluster0', 'cube247_cluster0']","['cube25_cluster84', 'cube33_cluster54']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),
USR-07559,"['cube26_cluster0', 'cube27_cluster1', 'cube43_cluster2', 'cube44_cluster2']","['cube6_cluster6', 'cube7_cluster34']",['Perfil de Ocio y Entretenimiento'],Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Crédito, Personal, Credito, Puedo, Quiero"
USR-07560,"['cube71_cluster2', 'cube91_cluster2']","['cube25_cluster47', 'cube26_cluster62']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Crédito, Credito, Solicitar, Quiero, Puedo"
USR-07561,"['cube29_cluster0', 'cube30_cluster2', 'cube45_cluster0', 'cube46_cluster1']","['cube17_cluster25', 'cube18_cluster28']","['Cliente de Nómina (Alta Fidelidad)', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Cliente de Nómina (Alta Fidelidad),"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-07562,"['cube117_cluster0', 'cube135_cluster2']","['cube15_cluster58', 'cube16_cluster93']","['Perfil de Ocio y Entretenimiento', 'Perfil Internacional / Global User']",Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Dinero, Pago, Puedo, Compra, Si"
USR-07563,"['cube162_cluster1', 'cube180_cluster2']","['cube8_cluster27', 'cube9_cluster3', 'cube16_cluster69', 'cube17_cluster65']",['Viajero Frecuente'],Especialista: Viajero Frecuente + promedio_salud,Desconocido/Ninguno
USR-07564,"['cube65_cluster1', 'cube66_cluster0']",['cube33_cluster18'],['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,
USR-07565,['cube238_cluster1'],['cube33_cluster19'],['Viajero Frecuente'],Especialista: Viajero Frecuente + frecuencia_salud,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07566,"['cube157_cluster1', 'cube158_cluster2']","['cube15_cluster7', 'cube16_cluster3', 'cube24_cluster3', 'cube25_cluster144']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07567,['cube276_cluster1'],"['cube22_cluster15', 'cube23_cluster28']",['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),Desconocido/Ninguno
USR-07568,"['cube89_cluster2', 'cube108_cluster1']","['cube32_cluster21', 'cube33_cluster2']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-07569,"['cube122_cluster0', 'cube123_cluster2']",['cube25_cluster15'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-07570,"['cube215_cluster0', 'cube216_cluster0']",['cube25_cluster132'],"['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil Familiar (Gastos de Casa)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte),"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-07571,"['cube149_cluster0', 'cube150_cluster0']",['cube28_cluster18'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + patron_uso_atipico,"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-07572,"['cube268_cluster2', 'cube269_cluster2']","['cube6_cluster25', 'cube7_cluster19']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,Desconocido/Ninguno
USR-07573,"['cube198_cluster1', 'cube199_cluster2']","['cube26_cluster145', 'cube34_cluster57']","['Responsable del Hogar (Gasto Elevado)', 'Perfil Familiar (Gastos de Casa)']",Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Puedo, Física, Si, Cómo, Solicitar"
USR-07574,"['cube67_cluster0', 'cube86_cluster2']",['cube26_cluster84'],"['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-07575,"['cube238_cluster2', 'cube253_cluster0']","['cube33_cluster43', 'cube40_cluster5']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07576,"['cube82_cluster1', 'cube83_cluster0', 'cube102_cluster0', 'cube103_cluster0']","['cube33_cluster67', 'cube34_cluster46']","['Viajero Frecuente', 'Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: promedio_salud + Viajero Frecuente,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07577,"['cube228_cluster1', 'cube243_cluster1']",['cube17_cluster90'],"['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,
USR-07578,['cube198_cluster2'],"['cube38_cluster1', 'cube39_cluster0', 'cube43_cluster2', 'cube44_cluster2']",['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + frecuencia_retiro_cajero,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-07579,['cube276_cluster1'],['cube3_cluster23'],['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Token, Correcto, Encuentro, Cómo, Dice"
USR-07580,['cube34_cluster2'],['cube26_cluster60'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_salud,"Virtual, Puedo, Cambiar, Cómo, Si"
USR-07581,"['cube237_cluster0', 'cube238_cluster0', 'cube252_cluster0', 'cube253_cluster1']","['cube12_cluster7', 'cube21_cluster7']","['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07582,"['cube71_cluster1', 'cube72_cluster2', 'cube91_cluster1', 'cube92_cluster0']",['cube9_cluster10'],"['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Perfil de Ocio y Entretenimiento,Desconocido/Ninguno
USR-07583,"['cube134_cluster2', 'cube135_cluster0']","['cube5_cluster9', 'cube6_cluster0', 'cube13_cluster2', 'cube14_cluster80']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Auto, 000, Enganche, Quiero, Meses"
USR-07584,['cube206_cluster1'],"['cube14_cluster39', 'cube15_cluster4']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-07585,"['cube262_cluster1', 'cube275_cluster1']","['cube34_cluster70', 'cube35_cluster21']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07586,['cube171_cluster0'],['cube14_cluster45'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-07587,"['cube154_cluster1', 'cube173_cluster2']",['cube3_cluster8'],['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07588,"['cube238_cluster1', 'cube253_cluster0']","['cube6_cluster18', 'cube7_cluster16', 'cube14_cluster43', 'cube15_cluster9']","['Viajero Frecuente', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),"Dinero, Pago, Puedo, Compra, Si"
USR-07589,"['cube36_cluster2', 'cube51_cluster1']","['cube6_cluster4', 'cube7_cluster29']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Crédito, Línea, Aumento, Aumentar, Linea"
USR-07590,['cube217_cluster0'],['cube33_cluster78'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07591,"['cube104_cluster1', 'cube105_cluster2', 'cube119_cluster1', 'cube120_cluster0']","['cube19_cluster5', 'cube28_cluster35']","['Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,
USR-07592,['cube84_cluster2'],['cube9_cluster2'],['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,Desconocido/Ninguno
USR-07593,['cube205_cluster0'],"['cube17_cluster48', 'cube18_cluster3']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-07594,['cube235_cluster2'],['cube16_cluster9'],['Inversor en Educación'],Especialista: Inversor en Educación + frecuencia_salud,"Dinero, Pago, Puedo, Compra, Si"
USR-07595,"['cube189_cluster0', 'cube202_cluster2']","['cube16_cluster26', 'cube17_cluster11']","['Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Débito, Deuda, Debito, Crédito, Si"
USR-07596,"['cube228_cluster1', 'cube243_cluster1']","['cube6_cluster8', 'cube7_cluster18', 'cube14_cluster26', 'cube15_cluster37']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Crédito, Personal, Credito, Puedo, Quiero"
USR-07597,['cube162_cluster0'],['cube3_cluster16'],['Usuario Estándar'],Especialista: patron_uso_atipico + Usuario Tradicional (Uso de Efectivo),"Token, Correcto, Encuentro, Cómo, Dice"
USR-07598,['cube230_cluster0'],"['cube8_cluster17', 'cube16_cluster56']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-07599,"['cube249_cluster1', 'cube250_cluster2']","['cube14_cluster39', 'cube15_cluster4']",['Perfil Familiar (Gastos de Casa)'],Especialista: Perfil Familiar (Gastos de Casa) + Responsable del Hogar (Gasto Elevado),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-07600,"['cube149_cluster0', 'cube150_cluster0']",['cube28_cluster30'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + patron_uso_atipico,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07601,['cube290_cluster0'],"['cube24_cluster65', 'cube25_cluster24', 'cube32_cluster23', 'cube33_cluster24']",['Usuario Estándar'],Especialista: frecuencia_salud + promedio_salud,Desconocido/Ninguno
USR-07602,['cube84_cluster0'],"['cube26_cluster85', 'cube27_cluster85', 'cube34_cluster67', 'cube35_cluster7']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-07603,['cube222_cluster0'],"['cube26_cluster166', 'cube27_cluster12']",['Usuario Estándar'],Especialista: promedio_transporte + Responsable del Hogar (Gasto Elevado),"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-07604,['cube138_cluster1'],"['cube15_cluster22', 'cube16_cluster4', 'cube24_cluster55', 'cube25_cluster116']",['Usuario Estándar'],Especialista: promedio_salud + Cliente de Nómina (Alta Fidelidad),"Préstamo, Personal, Quiero, Puedo, Solicitar"
USR-07605,['cube82_cluster0'],['cube26_cluster133'],['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-07606,"['cube36_cluster1', 'cube37_cluster1']",['cube32_cluster49'],"['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Inversor en Educación,"Límite, Depósitos, Puedo, Cuál, Depósito"
USR-07607,"['cube159_cluster1', 'cube178_cluster1']","['cube26_cluster133', 'cube34_cluster28']","['Usuario Estándar', 'Perfil Foodie (Gasto en Restaurantes)']",Especialista: Perfil Foodie (Gasto en Restaurantes) + frecuencia_servicios_digitales,"Puedo, Física, Si, Cómo, Solicitar"
USR-07608,"['cube207_cluster0', 'cube208_cluster0', 'cube223_cluster0', 'cube224_cluster1']",['cube16_cluster9'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-07609,"['cube141_cluster0', 'cube160_cluster0']","['cube6_cluster18', 'cube7_cluster12', 'cube14_cluster1', 'cube15_cluster19']","['Perfil Internacional / Global User', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: Perfil Internacional / Global User + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-07610,"['cube139_cluster0', 'cube140_cluster0']","['cube5_cluster8', 'cube6_cluster50', 'cube13_cluster9', 'cube14_cluster49']","['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: Perfil Internacional / Global User + frecuencia_salud,"Auto, 000, Enganche, Quiero, Meses"
USR-07611,"['cube97_cluster2', 'cube114_cluster0']","['cube6_cluster6', 'cube7_cluster40']","['Inversor en Educación', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Crédito, Línea, Aumento, Aumentar, Linea"
USR-07612,['cube206_cluster1'],"['cube5_cluster7', 'cube6_cluster44', 'cube13_cluster8', 'cube14_cluster0']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Si, Puedo, Quiero, Aparece, Cómo"
USR-07613,['cube260_cluster1'],"['cube16_cluster54', 'cube25_cluster33']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Tradicional (Uso de Efectivo),"Si, Puedo, Quiero, Aparece, Cómo"
USR-07614,"['cube74_cluster1', 'cube75_cluster0', 'cube94_cluster0', 'cube95_cluster0']","['cube8_cluster17', 'cube16_cluster56']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Perfil de Alerta (Comportamiento Inusual),"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-07615,"['cube60_cluster0', 'cube61_cluster1']",['cube3_cluster22'],"['Usuario Estándar', 'Perfil Familiar (Gastos de Casa)']",Especialista: tiene_seguro + promedio_ropa_accesorios,"Token, Correcto, Encuentro, Cómo, Dice"
USR-07616,['cube176_cluster2'],['cube26_cluster20'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-07617,"['cube189_cluster1', 'cube202_cluster1']",['cube23_cluster3'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Débito, Deuda, Debito, Crédito, Si"
USR-07618,['cube78_cluster0'],['cube16_cluster14'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07619,"['cube45_cluster1', 'cube60_cluster1']","['cube24_cluster33', 'cube32_cluster12']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-07620,"['cube159_cluster2', 'cube178_cluster1']",['cube34_cluster58'],['Perfil Foodie (Gasto en Restaurantes)'],Especialista: Perfil Foodie (Gasto en Restaurantes) + frecuencia_servicios_digitales,"Dinero, Pago, Puedo, Compra, Si"
USR-07621,"['cube88_cluster0', 'cube107_cluster0']","['cube24_cluster0', 'cube32_cluster15']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,
USR-07622,"['cube224_cluster0', 'cube225_cluster1', 'cube240_cluster0', 'cube241_cluster1']",['cube7_cluster17'],"['Usuario Estándar', 'Entusiasta de la Marca (Hey Fan Shop)']",Especialista: promedio_salud + Entusiasta de la Marca (Hey Fan Shop),"Atención, Número, Clientes, Cliente, Centro"
USR-07623,['cube162_cluster2'],['cube34_cluster64'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_servicios_digitales,"Número, Teléfono, Numero, Puedo, Llamar"
USR-07624,['cube167_cluster0'],"['cube28_cluster9', 'cube36_cluster2']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Perfil de Alerta (Comportamiento Inusual),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07625,"['cube104_cluster1', 'cube105_cluster0', 'cube119_cluster1', 'cube120_cluster0']","['cube25_cluster83', 'cube26_cluster100']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-07626,"['cube286_cluster2', 'cube287_cluster2']",['cube25_cluster55'],"['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Tiempo, Cuánto, Horario, Tarda, Días"
USR-07627,"['cube239_cluster0', 'cube240_cluster1']","['cube8_cluster17', 'cube9_cluster20', 'cube16_cluster56', 'cube17_cluster10']","['Inversor en Educación', 'Usuario Estándar']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-07628,['cube19_cluster2'],"['cube18_cluster35', 'cube27_cluster62']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + frecuencia_servicios_digitales,"Pesos, Mil, Meses, 000, Si"
USR-07629,['cube176_cluster2'],"['cube5_cluster1', 'cube6_cluster46', 'cube13_cluster0', 'cube14_cluster68']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),Desconocido/Ninguno
USR-07630,['cube167_cluster1'],"['cube33_cluster21', 'cube40_cluster8']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Número, Teléfono, Numero, Puedo, Llamar"
USR-07631,"['cube36_cluster1', 'cube37_cluster1']",['cube27_cluster33'],"['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Inversor en Educación,Desconocido/Ninguno
USR-07632,['cube114_cluster0'],"['cube7_cluster31', 'cube8_cluster33', 'cube15_cluster40', 'cube16_cluster74']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Atención, Número, Clientes, Cliente, Centro"
USR-07633,"['cube262_cluster2', 'cube275_cluster2']",['cube26_cluster78'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_servicios_digitales,"Puedo, Física, Si, Cómo, Solicitar"
USR-07634,"['cube0_cluster2', 'cube1_cluster2', 'cube8_cluster0', 'cube9_cluster2']","['cube26_cluster144', 'cube27_cluster5']","['Viajero Frecuente', 'Usuario Estándar']",Especialista: promedio_salud + Inversor en Educación,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07635,['cube19_cluster1'],"['cube16_cluster30', 'cube25_cluster12']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Si, Puedo, Quiero, Aparece, Cómo"
USR-07636,"['cube11_cluster2', 'cube12_cluster1']","['cube34_cluster62', 'cube35_cluster9']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + promedio_salud,"Puedo, Física, Si, Cómo, Solicitar"
USR-07637,['cube114_cluster0'],"['cube17_cluster75', 'cube18_cluster20']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-07638,"['cube270_cluster2', 'cube271_cluster0']","['cube15_cluster7', 'cube24_cluster3']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User,"Token, Correcto, Encuentro, Cómo, Dice"
USR-07639,['cube230_cluster0'],['cube3_cluster7'],['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Token, Correcto, Encuentro, Cómo, Dice"
USR-07640,['cube253_cluster2'],"['cube17_cluster65', 'cube18_cluster43']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),
USR-07641,"['cube199_cluster1', 'cube214_cluster2']","['cube23_cluster52', 'cube24_cluster78']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Atención, Número, Clientes, Cliente, Centro"
USR-07642,"['cube100_cluster0', 'cube101_cluster0', 'cube115_cluster2', 'cube116_cluster0']","['cube16_cluster63', 'cube17_cluster20']","['Viajero Frecuente', 'Responsable del Hogar (Gasto Elevado)']",Especialista: Responsable del Hogar (Gasto Elevado) + Viajero de Alto Valor (Premium),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
